Reaction ID	SKRC-7	VHL-7
HMR_0283	64.24659331270391	47.48351780641945
HMR_0284	47.48351780641945	64.24659331270391
HMR_0288	47.48351780641945	47.48351780641945
HMR_0289	64.24659331270391	47.48351780641945
HMR_0290	47.48351780641945	64.24659331270391
HMR_0292	47.48351780641945	47.48351780641945
HMR_0293	64.24659331270391	47.48351780641945
HMR_0294	47.48351780641945	64.24659331270391
HMR_0296	47.48351780641945	47.48351780641945
HMR_0297	64.24659331270391	47.48351780641945
HMR_0298	47.48351780641945	64.24659331270391
HMR_0300	47.48351780641945	47.48351780641945
HMR_0301	64.24659331270391	47.48351780641945
HMR_0302	47.48351780641945	64.24659331270391
HMR_0304	47.48351780641945	47.48351780641945
HMR_0305	64.24659331270391	47.48351780641945
HMR_0306	47.48351780641945	64.24659331270391
HMR_0308	47.48351780641945	47.48351780641945
HMR_0309	64.24659331270391	47.48351780641945
HMR_0310	47.48351780641945	64.24659331270391
HMR_0312	47.48351780641945	47.48351780641945
HMR_0313	64.24659331270391	47.48351780641945
HMR_0314	47.48351780641945	64.24659331270391
HMR_0318	47.48351780641945	47.48351780641945
HMR_0319	64.24659331270391	47.48351780641945
HMR_0320	47.48351780641945	64.24659331270391
HMR_0322	47.48351780641945	47.48351780641945
HMR_0323	64.24659331270391	47.48351780641945
HMR_0324	47.48351780641945	64.24659331270391
HMR_0326	47.48351780641945	47.48351780641945
HMR_0327	64.24659331270391	47.48351780641945
HMR_0328	47.48351780641945	64.24659331270391
HMR_0330	47.48351780641945	47.48351780641945
HMR_0331	64.24659331270391	47.48351780641945
HMR_0332	47.48351780641945	64.24659331270391
HMR_0336	47.48351780641945	47.48351780641945
HMR_0337	64.24659331270391	47.48351780641945
HMR_0338	47.48351780641945	64.24659331270391
HMR_0339	47.48351780641945	81.00966881898836
HMR_0340	47.48351780641945	47.48351780641945
HMR_0341	64.24659331270391	47.48351780641945
HMR_0342	47.48351780641945	64.24659331270391
HMR_0344	47.48351780641945	47.48351780641945
HMR_0345	64.24659331270391	47.48351780641945
HMR_0346	47.48351780641945	64.24659331270391
HMR_0348	47.48351780641945	47.48351780641945
HMR_0349	64.24659331270391	47.48351780641945
HMR_0350	47.48351780641945	64.24659331270391
HMR_0352	47.48351780641945	47.48351780641945
HMR_0353	64.24659331270391	47.48351780641945
HMR_0354	47.48351780641945	64.24659331270391
HMR_0356	47.48351780641945	47.48351780641945
HMR_0357	64.24659331270391	47.48351780641945
HMR_0358	47.48351780641945	64.24659331270391
HMR_0360	47.48351780641945	47.48351780641945
HMR_0361	64.24659331270391	47.48351780641945
HMR_0362	47.48351780641945	64.24659331270391
HMR_0364	47.48351780641945	47.48351780641945
HMR_0365	64.24659331270391	47.48351780641945
HMR_0366	47.48351780641945	64.24659331270391
HMR_0368	47.48351780641945	47.48351780641945
HMR_0369	64.24659331270391	47.48351780641945
HMR_0370	47.48351780641945	64.24659331270391
HMR_0372	47.48351780641945	47.48351780641945
HMR_0373	64.24659331270391	47.48351780641945
HMR_0374	47.48351780641945	64.24659331270391
HMR_0376	47.48351780641945	47.48351780641945
HMR_0377	64.24659331270391	47.48351780641945
HMR_0378	47.48351780641945	64.24659331270391
HMR_0380	47.48351780641945	47.48351780641945
HMR_0381	64.24659331270391	47.48351780641945
HMR_0382	47.48351780641945	64.24659331270391
HMR_0384	47.48351780641945	47.48351780641945
HMR_0385	64.24659331270391	47.48351780641945
HMR_0386	47.48351780641945	64.24659331270391
HMR_0388	47.48351780641945	47.48351780641945
HMR_0389	64.24659331270391	47.48351780641945
HMR_0390	47.48351780641945	64.24659331270391
HMR_0392	47.48351780641945	47.48351780641945
HMR_0393	64.24659331270391	47.48351780641945
HMR_0394	47.48351780641945	64.24659331270391
HMR_0396	47.48351780641945	47.48351780641945
HMR_0397	64.24659331270391	47.48351780641945
HMR_0398	47.48351780641945	64.24659331270391
HMR_0400	47.48351780641945	47.48351780641945
HMR_0401	64.24659331270391	47.48351780641945
HMR_0402	47.48351780641945	64.24659331270391
HMR_0404	47.48351780641945	47.48351780641945
HMR_0405	64.24659331270391	47.48351780641945
HMR_0406	47.48351780641945	64.24659331270391
HMR_0408	47.48351780641945	47.48351780641945
HMR_0409	64.24659331270391	47.48351780641945
HMR_0410	47.48351780641945	64.24659331270391
HMR_0412	47.48351780641945	47.48351780641945
HMR_0413	64.24659331270391	47.48351780641945
HMR_0414	47.48351780641945	64.24659331270391
HMR_0416	47.48351780641945	47.48351780641945
HMR_0417	64.24659331270391	47.48351780641945
HMR_0418	47.48351780641945	64.24659331270391
HMR_0420	47.48351780641945	47.48351780641945
HMR_0421	64.24659331270391	47.48351780641945
HMR_0422	47.48351780641945	64.24659331270391
HMR_0424	47.48351780641945	47.48351780641945
HMR_0425	64.24659331270391	47.48351780641945
HMR_0426	47.48351780641945	64.24659331270391
HMR_0428	47.48351780641945	47.48351780641945
HMR_0429	64.24659331270391	47.48351780641945
HMR_0430	47.48351780641945	64.24659331270391
HMR_0432	47.48351780641945	47.48351780641945
HMR_0433	64.24659331270391	47.48351780641945
HMR_0434	47.48351780641945	64.24659331270391
HMR_0436	47.48351780641945	47.48351780641945
HMR_0437	64.24659331270391	47.48351780641945
HMR_0438	47.48351780641945	64.24659331270391
HMR_0440	47.48351780641945	81.00966881898836
HMR_0446	81.00966881898836	47.48351780641945
HMR_0453	47.48351780641945	81.00966881898836
HMR_0456	47.48351780641945	81.00966881898836
HMR_0457	47.48351780641945	81.00966881898836
HMR_0458	47.48351780641945	81.00966881898836
HMR_0459	47.48351780641945	81.00966881898836
HMR_0460	47.48351780641945	81.00966881898836
HMR_0461	81.00966881898836	47.48351780641945
HMR_0467	47.48351780641945	47.48351780641945
HMR_0476	47.48351780641945	81.00966881898836
HMR_0478	47.48351780641945	81.00966881898836
HMR_0479	47.48351780641945	81.00966881898836
HMR_0481	47.48351780641945	81.00966881898836
HMR_0482	47.48351780641945	81.00966881898836
HMR_0483	47.48351780641945	81.00966881898836
HMR_0486	64.24659331270391	64.24659331270391
HMR_0487	64.24659331270391	64.24659331270391
HMR_0488	64.24659331270391	64.24659331270391
HMR_0489	64.24659331270391	64.24659331270391
HMR_0490	64.24659331270391	64.24659331270391
HMR_0491	64.24659331270391	64.24659331270391
HMR_0492	64.24659331270391	64.24659331270391
HMR_0493	64.24659331270391	64.24659331270391
HMR_0494	64.24659331270391	64.24659331270391
HMR_0495	64.24659331270391	64.24659331270391
HMR_0496	64.24659331270391	64.24659331270391
HMR_0497	64.24659331270391	64.24659331270391
HMR_0498	64.24659331270391	64.24659331270391
HMR_0499	64.24659331270391	64.24659331270391
HMR_0500	64.24659331270391	64.24659331270391
HMR_0501	64.24659331270391	64.24659331270391
HMR_0502	64.24659331270391	64.24659331270391
HMR_0503	64.24659331270391	64.24659331270391
HMR_0504	64.24659331270391	64.24659331270391
HMR_0505	64.24659331270391	64.24659331270391
HMR_0506	64.24659331270391	64.24659331270391
HMR_0507	64.24659331270391	64.24659331270391
HMR_0508	64.24659331270391	64.24659331270391
HMR_0509	64.24659331270391	64.24659331270391
HMR_0510	64.24659331270391	64.24659331270391
HMR_0511	64.24659331270391	64.24659331270391
HMR_0512	64.24659331270391	64.24659331270391
HMR_0513	64.24659331270391	64.24659331270391
HMR_0514	64.24659331270391	64.24659331270391
HMR_0515	64.24659331270391	64.24659331270391
HMR_0516	64.24659331270391	64.24659331270391
HMR_0517	64.24659331270391	64.24659331270391
HMR_0518	64.24659331270391	64.24659331270391
HMR_0519	64.24659331270391	64.24659331270391
HMR_0520	64.24659331270391	64.24659331270391
HMR_0521	64.24659331270391	64.24659331270391
HMR_0522	64.24659331270391	64.24659331270391
HMR_0523	64.24659331270391	64.24659331270391
HMR_0524	64.24659331270391	64.24659331270391
HMR_0525	64.24659331270391	64.24659331270391
HMR_0526	64.24659331270391	64.24659331270391
HMR_0527	64.24659331270391	64.24659331270391
HMR_0528	64.24659331270391	64.24659331270391
HMR_0529	64.24659331270391	64.24659331270391
HMR_0530	64.24659331270391	64.24659331270391
HMR_0531	64.24659331270391	64.24659331270391
HMR_0532	64.24659331270391	64.24659331270391
HMR_0533	64.24659331270391	64.24659331270391
HMR_0534	64.24659331270391	64.24659331270391
HMR_0535	64.24659331270391	64.24659331270391
HMR_0536	64.24659331270391	64.24659331270391
HMR_0537	64.24659331270391	64.24659331270391
HMR_0538	64.24659331270391	64.24659331270391
HMR_0539	64.24659331270391	64.24659331270391
HMR_0540	64.24659331270391	64.24659331270391
HMR_0541	64.24659331270391	64.24659331270391
HMR_0542	64.24659331270391	64.24659331270391
HMR_0543	64.24659331270391	64.24659331270391
HMR_0544	64.24659331270391	64.24659331270391
HMR_0545	81.00966881898836	47.48351780641945
HMR_0546	47.48351780641945	81.00966881898836
HMR_0547	81.00966881898836	47.48351780641945
HMR_0548	47.48351780641945	81.00966881898836
HMR_0549	47.48351780641945	47.48351780641945
HMR_0550	47.48351780641945	81.00966881898836
HMR_0551	47.48351780641945	81.00966881898836
HMR_0553	81.00966881898836	47.48351780641945
HMR_0556	81.00966881898836	47.48351780641945
HMR_0559	81.00966881898836	47.48351780641945
HMR_0560	47.48351780641945	81.00966881898836
HMR_0561	81.00966881898836	47.48351780641945
HMR_0578	47.48351780641945	81.00966881898836
HMR_0579	64.24659331270391	64.24659331270391
HMR_0580	81.00966881898836	47.48351780641945
HMR_0581	64.24659331270391	64.24659331270391
HMR_0582	47.48351780641945	81.00966881898836
HMR_0584	47.48351780641945	47.48351780641945
HMR_0586	47.48351780641945	81.00966881898836
HMR_0587	47.48351780641945	47.48351780641945
HMR_0588	81.00966881898836	47.48351780641945
HMR_0589	81.00966881898836	47.48351780641945
HMR_0590	81.00966881898836	47.48351780641945
HMR_0591	81.00966881898836	47.48351780641945
HMR_0592	81.00966881898836	47.48351780641945
HMR_0593	81.00966881898836	47.48351780641945
HMR_0594	81.00966881898836	47.48351780641945
HMR_0596	64.24659331270391	47.48351780641945
HMR_0597	64.24659331270391	47.48351780641945
HMR_0598	64.24659331270391	47.48351780641945
HMR_0599	64.24659331270391	47.48351780641945
HMR_0600	64.24659331270391	47.48351780641945
HMR_0601	64.24659331270391	47.48351780641945
HMR_0602	64.24659331270391	47.48351780641945
HMR_0604	64.24659331270391	64.24659331270391
HMR_0605	81.00966881898836	47.48351780641945
HMR_0607	64.24659331270391	64.24659331270391
HMR_0610	81.00966881898836	47.48351780641945
HMR_0615	64.24659331270391	64.24659331270391
HMR_0616	47.48351780641945	81.00966881898836
HMR_0623	47.48351780641945	81.00966881898836
HMR_0625	81.00966881898836	47.48351780641945
HMR_0627	47.48351780641945	81.00966881898836
HMR_0629	81.00966881898836	47.48351780641945
HMR_0630	81.00966881898836	47.48351780641945
HMR_0632	81.00966881898836	47.48351780641945
HMR_0633	47.48351780641945	47.48351780641945
HMR_0634	81.00966881898836	47.48351780641945
HMR_0635	47.48351780641945	81.00966881898836
HMR_0636	81.00966881898836	47.48351780641945
HMR_0638	47.48351780641945	64.24659331270391
HMR_0641	47.48351780641945	81.00966881898836
HMR_0642	81.00966881898836	47.48351780641945
HMR_0643	81.00966881898836	47.48351780641945
HMR_0644	81.00966881898836	47.48351780641945
HMR_0645	47.48351780641945	47.48351780641945
HMR_0646	47.48351780641945	81.00966881898836
HMR_0648	81.00966881898836	47.48351780641945
HMR_0651	47.48351780641945	81.00966881898836
HMR_0660	81.00966881898836	47.48351780641945
HMR_0663	47.48351780641945	81.00966881898836
HMR_0665	47.48351780641945	47.48351780641945
HMR_0667	47.48351780641945	47.48351780641945
HMR_0668	47.48351780641945	47.48351780641945
HMR_0669	47.48351780641945	47.48351780641945
HMR_0670	47.48351780641945	47.48351780641945
HMR_0671	47.48351780641945	47.48351780641945
HMR_0672	47.48351780641945	47.48351780641945
HMR_0673	47.48351780641945	81.00966881898836
HMR_0674	47.48351780641945	81.00966881898836
HMR_0675	47.48351780641945	81.00966881898836
HMR_0676	47.48351780641945	81.00966881898836
HMR_0677	47.48351780641945	81.00966881898836
HMR_0678	47.48351780641945	81.00966881898836
HMR_0679	47.48351780641945	81.00966881898836
HMR_0681	47.48351780641945	81.00966881898836
HMR_0682	47.48351780641945	81.00966881898836
HMR_0683	47.48351780641945	81.00966881898836
HMR_0684	47.48351780641945	81.00966881898836
HMR_0685	47.48351780641945	81.00966881898836
HMR_0686	47.48351780641945	81.00966881898836
HMR_0688	81.00966881898836	47.48351780641945
HMR_0689	47.48351780641945	81.00966881898836
HMR_0692	81.00966881898836	47.48351780641945
HMR_0709	47.48351780641945	64.24659331270391
HMR_0730	64.24659331270391	64.24659331270391
HMR_0734	81.00966881898836	47.48351780641945
HMR_0735	47.48351780641945	81.00966881898836
HMR_0736	47.48351780641945	81.00966881898836
HMR_0738	47.48351780641945	81.00966881898836
HMR_0741	81.00966881898836	47.48351780641945
HMR_0746	81.00966881898836	47.48351780641945
HMR_0748	47.48351780641945	81.00966881898836
HMR_0750	81.00966881898836	47.48351780641945
HMR_0753	47.48351780641945	64.24659331270391
HMR_0754	64.24659331270391	64.24659331270391
HMR_0758	81.00966881898836	47.48351780641945
HMR_0760	81.00966881898836	47.48351780641945
HMR_0761	81.00966881898836	47.48351780641945
HMR_0762	47.48351780641945	81.00966881898836
HMR_0765	47.48351780641945	81.00966881898836
HMR_0766	47.48351780641945	81.00966881898836
HMR_0767	64.24659331270391	47.48351780641945
HMR_0770	81.00966881898836	47.48351780641945
HMR_0775	81.00966881898836	47.48351780641945
HMR_0779	47.48351780641945	81.00966881898836
HMR_0781	47.48351780641945	81.00966881898836
HMR_0782	47.48351780641945	81.00966881898836
HMR_0786	47.48351780641945	81.00966881898836
HMR_0787	47.48351780641945	64.24659331270391
HMR_0794	81.00966881898836	47.48351780641945
HMR_0795	47.48351780641945	81.00966881898836
HMR_0797	47.48351780641945	81.00966881898836
HMR_0801	81.00966881898836	47.48351780641945
HMR_0802	81.00966881898836	47.48351780641945
HMR_0803	47.48351780641945	81.00966881898836
HMR_0804	81.00966881898836	47.48351780641945
HMR_0806	47.48351780641945	81.00966881898836
HMR_0807	81.00966881898836	47.48351780641945
HMR_0808	81.00966881898836	47.48351780641945
HMR_0809	81.00966881898836	47.48351780641945
HMR_0810	47.48351780641945	47.48351780641945
HMR_0811	81.00966881898836	47.48351780641945
HMR_0812	47.48351780641945	81.00966881898836
HMR_0814	81.00966881898836	47.48351780641945
HMR_0815	47.48351780641945	81.00966881898836
HMR_0816	81.00966881898836	47.48351780641945
HMR_0817	47.48351780641945	81.00966881898836
HMR_0819	47.48351780641945	81.00966881898836
HMR_0821	81.00966881898836	47.48351780641945
HMR_0823	81.00966881898836	47.48351780641945
HMR_0825	81.00966881898836	47.48351780641945
HMR_0826	81.00966881898836	47.48351780641945
HMR_0828	81.00966881898836	47.48351780641945
HMR_0829	81.00966881898836	47.48351780641945
HMR_0830	47.48351780641945	81.00966881898836
HMR_0831	47.48351780641945	47.48351780641945
HMR_0832	47.48351780641945	81.00966881898836
HMR_0835	81.00966881898836	47.48351780641945
HMR_0836	81.00966881898836	47.48351780641945
HMR_0837	47.48351780641945	81.00966881898836
HMR_0838	81.00966881898836	47.48351780641945
HMR_0839	81.00966881898836	47.48351780641945
HMR_0841	81.00966881898836	47.48351780641945
HMR_0843	81.00966881898836	47.48351780641945
HMR_0844	47.48351780641945	81.00966881898836
HMR_0845	81.00966881898836	47.48351780641945
HMR_0847	81.00966881898836	47.48351780641945
HMR_0850	81.00966881898836	47.48351780641945
HMR_0851	81.00966881898836	47.48351780641945
HMR_0852	81.00966881898836	47.48351780641945
HMR_0853	81.00966881898836	47.48351780641945
HMR_0854	81.00966881898836	47.48351780641945
HMR_0855	81.00966881898836	47.48351780641945
HMR_0856	47.48351780641945	81.00966881898836
HMR_0857	81.00966881898836	47.48351780641945
HMR_0859	47.48351780641945	81.00966881898836
HMR_0860	47.48351780641945	81.00966881898836
HMR_0864	81.00966881898836	47.48351780641945
HMR_0865	81.00966881898836	47.48351780641945
HMR_0866	81.00966881898836	47.48351780641945
HMR_0875	47.48351780641945	81.00966881898836
HMR_0883	81.00966881898836	47.48351780641945
HMR_0884	81.00966881898836	47.48351780641945
HMR_0885	81.00966881898836	47.48351780641945
HMR_0886	81.00966881898836	47.48351780641945
HMR_0889	81.00966881898836	47.48351780641945
HMR_0890	47.48351780641945	81.00966881898836
HMR_0891	81.00966881898836	47.48351780641945
HMR_0898	81.00966881898836	47.48351780641945
HMR_0902	81.00966881898836	47.48351780641945
HMR_0903	47.48351780641945	81.00966881898836
HMR_0904	81.00966881898836	47.48351780641945
HMR_0906	47.48351780641945	81.00966881898836
HMR_0907	47.48351780641945	81.00966881898836
HMR_0908	81.00966881898836	47.48351780641945
HMR_0909	81.00966881898836	47.48351780641945
HMR_0918	47.48351780641945	81.00966881898836
HMR_0919	81.00966881898836	47.48351780641945
HMR_0924	47.48351780641945	81.00966881898836
HMR_0925	47.48351780641945	81.00966881898836
HMR_0926	47.48351780641945	81.00966881898836
HMR_0958	81.00966881898836	47.48351780641945
HMR_0959	81.00966881898836	47.48351780641945
HMR_0960	81.00966881898836	47.48351780641945
HMR_0961	81.00966881898836	47.48351780641945
HMR_0962	47.48351780641945	81.00966881898836
HMR_0963	81.00966881898836	47.48351780641945
HMR_0964	81.00966881898836	47.48351780641945
HMR_0966	81.00966881898836	47.48351780641945
HMR_0967	81.00966881898836	47.48351780641945
HMR_0973	47.48351780641945	81.00966881898836
HMR_0976	81.00966881898836	47.48351780641945
HMR_0979	47.48351780641945	81.00966881898836
HMR_0983	64.24659331270391	47.48351780641945
HMR_0984	47.48351780641945	47.48351780641945
HMR_0985	64.24659331270391	47.48351780641945
HMR_0988	81.00966881898836	47.48351780641945
HMR_1010	81.00966881898836	47.48351780641945
HMR_1011	81.00966881898836	47.48351780641945
HMR_1013	81.00966881898836	47.48351780641945
HMR_1014	81.00966881898836	47.48351780641945
HMR_1015	81.00966881898836	47.48351780641945
HMR_1016	81.00966881898836	47.48351780641945
HMR_1020	64.24659331270391	64.24659331270391
HMR_1021	64.24659331270391	64.24659331270391
HMR_1029	81.00966881898836	47.48351780641945
HMR_1033	81.00966881898836	47.48351780641945
HMR_1035	81.00966881898836	47.48351780641945
HMR_1037	81.00966881898836	47.48351780641945
HMR_1039	81.00966881898836	47.48351780641945
HMR_1075	81.00966881898836	47.48351780641945
HMR_1077	81.00966881898836	47.48351780641945
HMR_1080	64.24659331270391	64.24659331270391
HMR_1081	47.48351780641945	47.48351780641945
HMR_1093	81.00966881898836	47.48351780641945
HMR_1095	81.00966881898836	47.48351780641945
HMR_1100	47.48351780641945	81.00966881898836
HMR_1101	47.48351780641945	81.00966881898836
HMR_1102	47.48351780641945	81.00966881898836
HMR_1104	81.00966881898836	47.48351780641945
HMR_1105	47.48351780641945	81.00966881898836
HMR_1106	47.48351780641945	81.00966881898836
HMR_1126	81.00966881898836	47.48351780641945
HMR_1127	81.00966881898836	47.48351780641945
HMR_1128	81.00966881898836	47.48351780641945
HMR_1129	47.48351780641945	64.24659331270391
HMR_1130	47.48351780641945	64.24659331270391
HMR_1131	47.48351780641945	64.24659331270391
HMR_1132	47.48351780641945	81.00966881898836
HMR_1133	47.48351780641945	81.00966881898836
HMR_1134	47.48351780641945	81.00966881898836
HMR_1138	81.00966881898836	47.48351780641945
HMR_1140	81.00966881898836	47.48351780641945
HMR_1144	81.00966881898836	47.48351780641945
HMR_1145	47.48351780641945	81.00966881898836
HMR_1150	47.48351780641945	47.48351780641945
HMR_1152	47.48351780641945	47.48351780641945
HMR_1158	64.24659331270391	47.48351780641945
HMR_1160	64.24659331270391	47.48351780641945
HMR_1161	47.48351780641945	81.00966881898836
HMR_1162	47.48351780641945	81.00966881898836
HMR_1163	47.48351780641945	81.00966881898836
HMR_1164	47.48351780641945	81.00966881898836
HMR_1165	47.48351780641945	81.00966881898836
HMR_1166	47.48351780641945	81.00966881898836
HMR_1167	81.00966881898836	47.48351780641945
HMR_1168	47.48351780641945	81.00966881898836
HMR_1170	47.48351780641945	64.24659331270391
HMR_1171	47.48351780641945	64.24659331270391
HMR_1174	81.00966881898836	47.48351780641945
HMR_1175	47.48351780641945	81.00966881898836
HMR_1176	64.24659331270391	64.24659331270391
HMR_1177	47.48351780641945	81.00966881898836
HMR_1178	47.48351780641945	81.00966881898836
HMR_1179	81.00966881898836	47.48351780641945
HMR_1180	47.48351780641945	81.00966881898836
HMR_1181	64.24659331270391	64.24659331270391
HMR_1182	47.48351780641945	81.00966881898836
HMR_1183	47.48351780641945	81.00966881898836
HMR_1184	81.00966881898836	47.48351780641945
HMR_1186	81.00966881898836	47.48351780641945
HMR_1187	81.00966881898836	47.48351780641945
HMR_1188	47.48351780641945	47.48351780641945
HMR_1194	47.48351780641945	47.48351780641945
HMR_1196	47.48351780641945	47.48351780641945
HMR_1201	64.24659331270391	47.48351780641945
HMR_1203	64.24659331270391	47.48351780641945
HMR_1204	47.48351780641945	81.00966881898836
HMR_1205	47.48351780641945	81.00966881898836
HMR_1206	47.48351780641945	81.00966881898836
HMR_1207	47.48351780641945	81.00966881898836
HMR_1208	47.48351780641945	81.00966881898836
HMR_1209	47.48351780641945	81.00966881898836
HMR_1210	81.00966881898836	47.48351780641945
HMR_1211	47.48351780641945	81.00966881898836
HMR_1212	47.48351780641945	64.24659331270391
HMR_1213	47.48351780641945	64.24659331270391
HMR_1216	81.00966881898836	47.48351780641945
HMR_1217	47.48351780641945	81.00966881898836
HMR_1218	64.24659331270391	64.24659331270391
HMR_1219	47.48351780641945	81.00966881898836
HMR_1220	47.48351780641945	81.00966881898836
HMR_1221	81.00966881898836	47.48351780641945
HMR_1222	64.24659331270391	64.24659331270391
HMR_1223	47.48351780641945	81.00966881898836
HMR_1224	47.48351780641945	81.00966881898836
HMR_1225	47.48351780641945	81.00966881898836
HMR_1226	81.00966881898836	47.48351780641945
HMR_1228	81.00966881898836	47.48351780641945
HMR_1229	81.00966881898836	47.48351780641945
HMR_1230	81.00966881898836	47.48351780641945
HMR_1231	47.48351780641945	81.00966881898836
HMR_1232	47.48351780641945	81.00966881898836
HMR_1233	47.48351780641945	81.00966881898836
HMR_1234	81.00966881898836	47.48351780641945
HMR_1235	81.00966881898836	47.48351780641945
HMR_1236	81.00966881898836	47.48351780641945
HMR_1237	81.00966881898836	47.48351780641945
HMR_1238	81.00966881898836	47.48351780641945
HMR_1239	81.00966881898836	47.48351780641945
HMR_1241	47.48351780641945	47.48351780641945
HMR_1242	47.48351780641945	81.00966881898836
HMR_1243	47.48351780641945	81.00966881898836
HMR_1244	47.48351780641945	81.00966881898836
HMR_1245	47.48351780641945	81.00966881898836
HMR_1246	47.48351780641945	81.00966881898836
HMR_1248	64.24659331270391	47.48351780641945
HMR_1250	64.24659331270391	47.48351780641945
HMR_1263	64.24659331270391	47.48351780641945
HMR_1264	64.24659331270391	47.48351780641945
HMR_1265	64.24659331270391	47.48351780641945
HMR_1266	64.24659331270391	47.48351780641945
HMR_1269	47.48351780641945	81.00966881898836
HMR_1280	47.48351780641945	81.00966881898836
HMR_1281	47.48351780641945	81.00966881898836
