ID	STRING
HMR_7612	[1.0][m00626][s] + [1.0][m02040][s] => [1.0][m00549][s] + [1.0][m01252][s]
HMR_6218	[1.0][m02026][c] + [1.0][m02046][c] + [1.0][m01362][s] <=> [1.0][m02026][s] + [1.0][m02046][s] + [1.0][m01362][c]
HMR_2990	[1.0][m00341][r] + [1.0][m01371][r] + [1.0][m01597][r] <=> [1.0][m00343][r] + [1.0][m01334][r] + [1.0][m02759][r]
HMR_2227	[1.0][m00184][c] + [1.0][m02774][c] => [1.0][m01597][c] + [1.0][m02773][c]
HMR_2992	[1.0][m01334][r] + [1.0][m02759][r] + [1.0][m01934][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m01932][r]
HMR_5579	[1.0][m02426][c] + [1.0][m02658][s] <=> [1.0][m02426][s] + [1.0][m02658][c]
HMR_5578	[1.0][m01365][c] + [1.0][m02426][s] <=> [1.0][m01365][s] + [1.0][m02426][c]
HMR_5573	[1.0][m02136][c] + [1.0][m03135][s] <=> [1.0][m02136][s] + [1.0][m03135][c]
HMR_5572	[1.0][m02993][c] + [1.0][m03135][s] <=> [1.0][m02993][s] + [1.0][m03135][c]
HMR_5571	[1.0][m01369][c] + [1.0][m02184][s] <=> [1.0][m01369][s] + [1.0][m02184][c]
HMR_5570	[1.0][m01369][c] + [1.0][m02136][s] <=> [1.0][m01369][s] + [1.0][m02136][c]
HMR_5577	[1.0][m02136][c] + [1.0][m02184][s] <=> [1.0][m02136][s] + [1.0][m02184][c]
HMR_5576	[1.0][m02184][c] + [1.0][m02993][s] <=> [1.0][m02184][s] + [1.0][m02993][c]
HMR_5575	[1.0][m02136][c] + [1.0][m02993][s] <=> [1.0][m02136][s] + [1.0][m02993][c]
HMR_5574	[1.0][m02184][c] + [1.0][m03135][s] <=> [1.0][m02184][s] + [1.0][m03135][c]
HMR_6946	[1.0][m02040][p] + [1.0][m02630][p] + [1.0][m02923][p] => [1.0][m02041][p] + [1.0][m02578][p] + [1.0][m02922][p]
HMR_3203	[1.0][m00063][m] + [1.0][m02040][m] => [1.0][m00797][m]
HMR_3202	[1.0][m01802][m] + [1.0][m02694][m] => [1.0][m00063][m] + [1.0][m01803][m]
HMR_3201	[1.0][m00877][m] + [1.0][m01597][m] => [1.0][m01261][m] + [1.0][m02694][m]
HMR_3200	[1.0][m00782][m] + [1.0][m02552][m] => [1.0][m00877][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_3206	[1.0][m00662][m] + [1.0][m01597][m] => [1.0][m01261][m] + [1.0][m02774][m]
HMR_3205	[1.0][m00899][m] + [1.0][m01597][m] => [1.0][m01261][m] + [1.0][m02774][m]
HMR_3204	[1.0][m00797][m] + [1.0][m02552][m] => [1.0][m00899][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_3208	[1.0][m01371][m] + [1.0][m02039][m] + [1.0][m02046][m] + [1.0][m02774][m] => [1.0][m01285][m] + [1.0][m02751][m] + [1.0][m02480][m]
HMR_6945	[1.0][m02040][s] + [1.0][m02630][s] + [1.0][m02923][s] => [1.0][m02041][s] + [1.0][m02578][s] + [1.0][m02922][s]
HMR_2132	[1.0][m00608][m] + [1.0][m02039][m] + [1.0][m02553][m] + [1.0][m02630][m] => [1.0][m00607][m] + [1.0][m02040][m] + [1.0][m02552][m]
HMR_7321	[1.0][m00143][g] + [1.0][m02040][g] => [1.0][m00142][g] + [1.0][m02453][g]
HMR_7450	[1.0][m02682][g] + [1.0][m02312][g] => [1.0][m02681][g] + [1.0][m02313][g]
HMR_2131	[1.0][m00608][c] + [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m02630][c] => [1.0][m00607][c] + [1.0][m02040][c] + [1.0][m02552][c]
HMR_2136	[1.0][m00621][m] + [1.0][m02630][m] => [1.0][m00622][m] + [1.0][m02041][m]
HMR_2137	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01415][c] => [1.0][m00035][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_7454	[1.0][m02288][s] => [1.0][m02288][l]
HMR_2135	[1.0][m00621][c] + [1.0][m02630][c] => [1.0][m00622][c] + [1.0][m02041][c]
HMR_7328	[1.0][m01868][g] + [1.0][m03111][g] => [1.0][m01869][g] + [1.0][m03106][g]
HMR_7329	[1.0][m01869][g] + [1.0][m03111][g] => [1.0][m01870][g] + [1.0][m03106][g]
HMR_7458	[1.0][m02040][l] + [1.0][m02281][l] => [1.0][m02282][l] + [1.0][m02946][l]
HMR_7459	[2.0][m02040][l] + [1.0][m02281][l] => [1.0][m02527][l] + [1.0][m02283][l] + [1.0][m02946][l]
HMR_1443	[1.0][m00167][c] <=> [1.0][m00167][p]
HMR_6490	[1.0][m03109][c] + [1.0][m01923][c] => [1.0][m03106][c] + [1.0][m01924][c]
HMR_6321	[1.0][m02039][c] + [1.0][m02426][m] => [1.0][m02039][m] + [1.0][m02426][c]
HMR_1440	[2.0][m02039][c] + [1.0][m02131][c] + [2.0][m02555][c] => [1.0][m00167][c] + [1.0][m01597][c] + [2.0][m02554][c]
HMR_6495	[1.0][m00766][c] + [1.0][m03109][c] => [1.0][m03106][c] + [1.0][m01321][c]
HMR_6326	[1.0][m02039][c] + [1.0][m02125][m] => [1.0][m02039][m] + [1.0][m02125][c]
HMR_6325	[1.0][m02039][c] + [1.0][m02125][c] => [1.0][m02039][m] + [1.0][m02125][m]
HMR_1112	[1.0][m00330][r] + [1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] => [1.0][m00332][r] + [1.0][m02040][r] + [1.0][m02554][r]
HMR_6499	[2.0][m02039][c] + [1.0][m01327][c] + [1.0][m03103][m] <=> [1.0][m01329][c] + [1.0][m03102][m]
HMR_1448	[1.0][m00164][c] + [1.0][m01285][c] <=> [1.0][m00165][c] + [1.0][m01371][c]
HMR_1119	[1.0][m00326][c] + [1.0][m02026][c] <=> [1.0][m00333][c]
HMR_3367	[1.0][m00177][p] + [1.0][m02552][p] => [1.0][m00894][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_6147	[1.0][m02046][c] + [1.0][m02901][c] + [1.0][m02995][s] <=> [1.0][m02046][s] + [1.0][m02901][s] + [1.0][m02995][c]
HMR_6146	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02995][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02995][c]
HMR_6145	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02995][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02995][c]
HMR_6144	[1.0][m00591][c] + [1.0][m02046][s] + [1.0][m02901][s] <=> [1.0][m00591][s] + [1.0][m02046][c] + [1.0][m02901][c]
HMR_6143	[1.0][m00591][c] + [1.0][m02046][s] + [1.0][m02900][s] <=> [1.0][m00591][s] + [1.0][m02046][c] + [1.0][m02900][c]
HMR_6142	[1.0][m00591][c] + [1.0][m02046][s] + [1.0][m01980][s] <=> [1.0][m00591][s] + [1.0][m02046][c] + [1.0][m01980][c]
HMR_6141	[1.0][m02046][c] + [1.0][m02418][s] + [1.0][m02901][c] <=> [1.0][m02046][s] + [1.0][m02418][c] + [1.0][m02901][s]
HMR_6140	[1.0][m02046][c] + [1.0][m02418][s] + [1.0][m02900][c] <=> [1.0][m02046][s] + [1.0][m02418][c] + [1.0][m02900][s]
HMR_6149	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02362][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02362][c]
HMR_6148	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02362][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02362][c]
HMR_9784	[1.0][m02564][l] => [1.0][m02564][c]
HMR_2798	[1.0][m01141][r] + [1.0][m02348][r] <=> [1.0][m01597][r] + [1.0][m02976][r]
HMR_2799	[1.0][m02348][c] + [1.0][m02688][r] <=> [1.0][m02348][r] + [1.0][m02688][c]
HMR_2796	[1.0][m00118][r] + [1.0][m02348][r] <=> [1.0][m01597][r] + [1.0][m02975][r]
HMR_2797	[1.0][m02348][c] + [1.0][m02976][r] <=> [1.0][m02348][r] + [1.0][m02976][c]
HMR_2794	[1.0][m00129][r] + [1.0][m02348][r] <=> [1.0][m01597][r] + [1.0][m02974][r]
HMR_2795	[1.0][m02348][c] + [1.0][m02975][r] <=> [1.0][m02348][r] + [1.0][m02975][c]
HMR_2792	[1.0][m01597][r] + [1.0][m02973][r] <=> [1.0][m02348][r] + [1.0][m02495][r]
HMR_2793	[1.0][m02348][c] + [1.0][m02974][r] <=> [1.0][m02348][r] + [1.0][m02974][c]
HMR_2790	[1.0][m01597][r] + [1.0][m03049][r] <=> [1.0][m02348][r] + [1.0][m03050][r]
HMR_2791	[1.0][m02348][c] + [1.0][m02973][r] <=> [1.0][m02348][r] + [1.0][m02973][c]
HMR_9670	[1.0][m01612][g] <=> [1.0][m01612][c]
HMR_9671	[1.0][m01613][g] <=> [1.0][m01613][c]
HMR_9672	[1.0][m01813][l] => [1.0][m01813][c]
HMR_9673	[1.0][m02978][n] <=> [1.0][m02978][c]
HMR_9674	[1.0][m00240][n] => [1.0][m00240][c]
HMR_9675	[1.0][m01998][m] <=> [1.0][m01998][c]
HMR_9676	[1.0][m02169][m] <=> [1.0][m02169][c]
HMR_9677	[1.0][m02320][m] <=> [1.0][m02320][c]
HMR_9678	[1.0][m02674][p] => [1.0][m02674][c]
HMR_9679	[1.0][m01252][p] <=> [1.0][m01252][c]
HMR_6367	[1.0][m01666][c] <=> [1.0][m01666][s]
HMR_0246	[1.0][m01237][c] + [1.0][m02040][c] => [1.0][m01238][c] + [1.0][m01597][c]
HMR_0247	[1.0][m01238][c] + [1.0][m01371][c] + [1.0][m02040][c] => [1.0][m01238][s] + [1.0][m01285][c] + [1.0][m02751][c]
HMR_0796	[1.0][m02908][c] <=> [1.0][m02908][l]
HMR_0245	[1.0][m01237][c] + [1.0][m01334][c] + [1.0][m02759][c] <=> [1.0][m01238][c] + [1.0][m01371][c] + [1.0][m01597][c]
HMR_0790	[1.0][m02040][l] + [1.0][m02948][l] => [1.0][m01679][l] + [1.0][m02946][l]
HMR_0243	[1.0][m00003][c] + [1.0][m01371][c] + [1.0][m02040][c] => [1.0][m00003][s] + [1.0][m01285][c] + [1.0][m02751][c]
HMR_0792	[1.0][m01679][l] + [1.0][m02682][l] => [1.0][m02681][l] + [1.0][m02948][l]
HMR_0241	[1.0][m00003][c] + [1.0][m01371][c] + [1.0][m01597][c] <=> [1.0][m00004][c] + [1.0][m01334][c] + [1.0][m02759][c]
HMR_0798	[1.0][m02929][c] <=> [1.0][m02929][l]
HMR_0248	[1.0][m02938][s] => [1.0][m02938][c]
HMR_0249	[1.0][m01334][c] + [1.0][m02759][c] + [1.0][m02941][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02938][c]
HMR_2864	[1.0][m00125][r] + [1.0][m02348][r] <=> [1.0][m00124][r] + [1.0][m01597][r]
HMR_2865	[1.0][m00102][c] + [1.0][m02348][r] <=> [1.0][m00102][r] + [1.0][m02348][c]
HMR_2866	[1.0][m00103][r] + [1.0][m02348][r] <=> [1.0][m00102][r] + [1.0][m01597][r]
HMR_2867	[1.0][m00120][c] + [1.0][m02348][r] <=> [1.0][m00120][r] + [1.0][m02348][c]
HMR_2861	[1.0][m00107][c] + [1.0][m02348][r] <=> [1.0][m00107][r] + [1.0][m02348][c]
HMR_2862	[1.0][m00108][r] + [1.0][m02348][r] <=> [1.0][m00107][r] + [1.0][m01597][r]
HMR_2863	[1.0][m00124][c] + [1.0][m02348][r] <=> [1.0][m00124][r] + [1.0][m02348][c]
HMR_2868	[1.0][m00121][r] + [1.0][m02348][r] <=> [1.0][m00120][r] + [1.0][m01597][r]
HMR_2869	[1.0][m02348][c] + [1.0][m01723][r] <=> [1.0][m02348][r] + [1.0][m01723][c]
HMR_9414	[1.0][m02937][x] <=> [1.0][m02937][s]
HMR_9415	[1.0][m02943][x] <=> [1.0][m02943][s]
HMR_9416	[1.0][m02945][x] <=> [1.0][m02945][s]
HMR_9417	[1.0][m01745][x] <=> [1.0][m01745][s]
HMR_9410	[1.0][m02928][x] <=> [1.0][m02928][s]
HMR_9411	[1.0][m02930][x] <=> [1.0][m02930][s]
HMR_9412	[1.0][m02897][x] <=> [1.0][m02897][s]
HMR_9413	[1.0][m02936][x] <=> [1.0][m02936][s]
HMR_9418	[1.0][m02961][x] <=> [1.0][m02961][s]
HMR_9419	[1.0][m02673][x] <=> [1.0][m02673][s]
HMR_8237	[1.0][m02928][r] => [1.0][m01798][r] + [1.0][m02113][r]
HMR_8236	[1.0][m02929][c] <=> [1.0][m02929][r]
HMR_5148	[1.0][m01371][c] + [1.0][m03079][c] + [1.0][m02993][c] => [1.0][m01334][c] + [1.0][m02419][c] + [1.0][m02759][c]
HMR_5149	[1.0][m01371][c] + [1.0][m03080][c] + [1.0][m03089][c] => [1.0][m01334][c] + [1.0][m02420][c] + [1.0][m02759][c]
HMR_8233	[1.0][m02040][r] + [1.0][m02928][r] => [1.0][m02751][r] + [1.0][m02927][r]
HMR_8232	[1.0][m01245][c] <=> [1.0][m01245][g]
HMR_8231	[1.0][m01245][c] <=> [1.0][m01245][s]
HMR_8230	[1.0][m01244][c] <=> [1.0][m01244][g]
HMR_5142	[1.0][m01371][c] + [1.0][m02426][c] + [1.0][m03074][c] => [1.0][m01334][c] + [1.0][m02405][c] + [1.0][m02759][c]
HMR_5143	[1.0][m01371][c] + [1.0][m02471][c] + [1.0][m03075][c] => [1.0][m01334][c] + [1.0][m02408][c] + [1.0][m02759][c]
HMR_5140	[1.0][m01371][c] + [1.0][m02184][c] + [1.0][m03072][c] => [1.0][m01334][c] + [1.0][m02401][c] + [1.0][m02759][c]
HMR_5141	[1.0][m01371][c] + [1.0][m02360][c] + [1.0][m03073][c] => [1.0][m01334][c] + [1.0][m02404][c] + [1.0][m02759][c]
HMR_5146	[1.0][m01371][c] + [1.0][m02770][c] + [1.0][m03077][c] => [1.0][m01334][c] + [1.0][m02415][c] + [1.0][m02759][c]
HMR_5147	[1.0][m01371][c] + [1.0][m02896][c] + [1.0][m03078][c] => [1.0][m01334][c] + [1.0][m02416][c] + [1.0][m02759][c]
HMR_5144	[1.0][m00266][c] + [1.0][m02408][c] => [1.0][m02576][c] + [1.0][m02980][c]
HMR_8238	[1.0][m02040][r] + [1.0][m02930][r] => [1.0][m01798][r] + [1.0][m02674][r]
HMR_4898	[1.0][m02630][c] <=> [1.0][m02630][m]
HMR_4896	[1.0][m02630][c] <=> [1.0][m02630][s]
HMR_4894	[1.0][m02630][c] <=> [1.0][m02630][r]
HMR_4893	[1.0][m02040][c] <=> [1.0][m02040][n]
HMR_4892	[1.0][m02040][c] <=> [1.0][m02040][g]
HMR_4890	[1.0][m02040][c] <=> [1.0][m02040][p]
HMR_4097	[1.0][m01371][c] + [1.0][m01597][c] + [1.0][m01252][c] => [1.0][m01334][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_4095	[1.0][m02040][m] + [1.0][m01261][m] => [1.0][m01597][m] + [1.0][m01252][m]
HMR_4093	[1.0][m02040][c] + [1.0][m01261][c] => [1.0][m01597][c] + [1.0][m01252][c]
HMR_4091	[1.0][m02554][m] + [1.0][m02439][m] => [1.0][m01596][m] + [1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02819][m]
HMR_4099	[1.0][m01371][m] + [1.0][m01597][m] + [1.0][m01252][m] => [1.0][m01334][m] + [1.0][m02759][m] + [1.0][m01261][m]
HMR_4239	[1.0][m00670][m] + [1.0][m01597][m] + [1.0][m02552][m] => [1.0][m01596][m] + [1.0][m02039][m] + [1.0][m02553][m] + [1.0][m01977][m]
HMR_4549	[1.0][m01162][c] + [2.0][m02039][c] <=> [1.0][m01161][c] + [1.0][m02949][c]
HMR_4548	[1.0][m01161][c] + [1.0][m02039][c] <=> [1.0][m02147][c] + [1.0][m02460][c]
HMR_4233	[1.0][m00633][c] + [1.0][m02040][c] + [1.0][m02552][c] => [1.0][m00634][c] + [1.0][m02039][c] + [1.0][m02553][c]
HMR_4232	[1.0][m00633][c] <=> [1.0][m02040][c] + [1.0][m02752][c]
HMR_4231	[1.0][m00629][c] => [1.0][m00633][c] + [1.0][m01596][c]
HMR_4546	[1.0][m01261][c] + [1.0][m02897][c] => [1.0][m01597][c] + [1.0][m02549][c]
HMR_4541	[1.0][m02632][c] <=> [1.0][m02823][c]
HMR_4540	[1.0][m00965][n] <=> [1.0][m02040][n] + [1.0][m02632][n]
HMR_4235	[1.0][m00634][c] + [1.0][m02039][c] + [1.0][m02040][c] + [1.0][m02555][c] => [1.0][m00670][c] + [1.0][m02554][c] + [1.0][m02578][c]
HMR_4542	[1.0][m02632][n] <=> [1.0][m02823][n]
HMR_4552	[1.0][m02147][c] + [1.0][m02460][c] <=> [1.0][m02459][c]
HMR_4550	[1.0][m02630][c] + [1.0][m02460][c] => [1.0][m01839][c]
HMR_4556	[1.0][m02604][c] + [1.0][m02877][c] <=> [1.0][m02871][c] + [1.0][m01408][c]
HMR_4557	[1.0][m02630][c] + [1.0][m02897][c] => [1.0][m01834][c]
HMR_9160	[1.0][m02145][x] <=> [1.0][m02145][s]
HMR_9161	[1.0][m02136][x] <=> [1.0][m02136][s]
HMR_4227	[2.0][m00775][c] + [4.0][m02630][c] => [2.0][m02039][c] + [2.0][m02041][c] + [2.0][m02631][c] + [1.0][m01572][c]
HMR_9162	[1.0][m02357][x] <=> [1.0][m02357][s]
HMR_9163	[1.0][m02370][x] <=> [1.0][m02370][s]
HMR_9164	[1.0][m02440][x] <=> [1.0][m02440][s]
HMR_9165	[1.0][m02661][x] <=> [1.0][m02661][s]
HMR_9166	[1.0][m01438][x] <=> [1.0][m01438][s]
HMR_9167	[1.0][m02394][x] <=> [1.0][m02394][s]
HMR_3018	[1.0][m03047][c] <=> [1.0][m03047][p]
HMR_3019	[1.0][m02971][c] <=> [1.0][m02971][p]
HMR_3017	[1.0][m00018][c] + [1.0][m01371][c] + [1.0][m02040][c] => [1.0][m00018][p] + [1.0][m01285][c] + [1.0][m02751][c]
HMR_3014	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m01364][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m01364][p]
HMR_3015	[1.0][m02040][p] + [1.0][m01364][p] => [1.0][m01597][p] + [1.0][m01362][p]
HMR_3013	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02391][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02391][p]
HMR_3011	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02678][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02678][p]
HMR_7849	[1.0][m01688][c] + [1.0][m01754][m] => [1.0][m01688][m] + [1.0][m01754][c]
HMR_7848	[1.0][m01642][c] + [1.0][m01747][m] => [1.0][m01642][m] + [1.0][m01747][c]
HMR_7841	[1.0][m01643][m] + [1.0][m01645][c] => [1.0][m01643][c] + [1.0][m01645][m]
HMR_7840	[1.0][m01643][m] + [1.0][m01753][c] => [1.0][m01643][c] + [1.0][m01753][m]
HMR_7843	[1.0][m01645][c] + [1.0][m01680][m] => [1.0][m01645][m] + [1.0][m01680][c]
HMR_7842	[1.0][m01645][c] + [1.0][m01754][m] => [1.0][m01645][m] + [1.0][m01754][c]
HMR_7845	[1.0][m01285][m] + [1.0][m01645][c] => [1.0][m01285][c] + [1.0][m01645][m]
HMR_7844	[1.0][m01637][m] + [1.0][m01645][c] => [1.0][m01637][c] + [1.0][m01645][m]
HMR_7847	[1.0][m01637][m] + [1.0][m01688][c] => [1.0][m01637][c] + [1.0][m01688][m]
HMR_7846	[1.0][m01371][m] + [1.0][m01645][c] => [1.0][m01371][c] + [1.0][m01645][m]
HMR_7032	[1.0][m01692][c] => [1.0][m01691][c]
HMR_2309	[1.0][m00700][c] => [1.0][m02040][c] + [1.0][m03012][c]
HMR_2659	[1.0][m00020][m] + [1.0][m02348][m] <=> [1.0][m01597][m] + [1.0][m02639][m]
HMR_2658	[1.0][m02348][c] + [1.0][m02639][m] <=> [1.0][m02348][m] + [1.0][m02639][c]
HMR_2305	[1.0][m02444][c] + [1.0][m02647][c] => [1.0][m00840][c] + [1.0][m01596][c] + [1.0][m01597][c]
HMR_2656	[1.0][m01597][m] + [1.0][m02940][m] <=> [1.0][m02348][m] + [1.0][m02941][m]
HMR_2307	[1.0][m00840][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m00700][c] + [1.0][m02554][c]
HMR_2654	[1.0][m01597][c] + [1.0][m02940][c] <=> [1.0][m02348][c] + [1.0][m02941][c]
HMR_2653	[1.0][m01237][m] + [1.0][m02348][m] <=> [1.0][m01597][m] + [1.0][m02103][m]
HMR_2652	[1.0][m02348][c] + [1.0][m02103][m] <=> [1.0][m02348][m] + [1.0][m02103][c]
HMR_2651	[1.0][m01237][c] + [1.0][m02348][c] <=> [1.0][m01597][c] + [1.0][m02103][c]
HMR_2650	[1.0][m00004][m] + [1.0][m02348][m] <=> [1.0][m01597][m] + [1.0][m02102][m]
HMR_6792	[1.0][m00991][c] + [2.0][m02039][c] <=> [1.0][m01003][c] + [1.0][m02588][c]
HMR_6793	[1.0][m02175][c] + [1.0][m03101][c] => [1.0][m00807][c] + [1.0][m02146][c]
HMR_6790	[1.0][m01002][c] + [1.0][m02040][c] + [1.0][m02552][c] => [1.0][m01003][c] + [1.0][m02039][c] + [1.0][m02553][c]
HMR_6791	[1.0][m01002][c] + [1.0][m02040][c] + [1.0][m02554][c] => [1.0][m01003][c] + [1.0][m02039][c] + [1.0][m02555][c]
HMR_6796	[1.0][m00739][c] + [1.0][m00807][c] + [1.0][m02041][c] => [2.0][m02040][c] + [1.0][m01654][c] + [1.0][m03052][c]
HMR_6797	[1.0][m03052][c] <=> [1.0][m03052][r]
HMR_6794	[1.0][m00807][c] + [1.0][m02175][c] => [1.0][m00739][c] + [1.0][m02146][c]
HMR_6795	[2.0][m00739][c] + [1.0][m02041][c] => [2.0][m02040][c] + [1.0][m01654][c] + [1.0][m02998][c]
HMR_6798	[1.0][m00733][c] + [1.0][m03106][c] <=> [1.0][m03109][c] + [1.0][m03052][c]
HMR_6799	[1.0][m03109][r] + [1.0][m03052][r] => [1.0][m00733][r] + [1.0][m03106][r]
HMR_9296	[1.0][m01668][x] <=> [1.0][m01668][s]
HMR_9297	[1.0][m01666][x] <=> [1.0][m01666][s]
HMR_1245	[1.0][m00583][m] + [1.0][m02554][m] => [1.0][m00585][m] + [1.0][m02039][m] + [1.0][m02555][m]
HMR_9294	[1.0][m01614][x] <=> [1.0][m01614][s]
HMR_9295	[1.0][m01630][x] <=> [1.0][m01630][s]
HMR_9292	[1.0][m02348][x] <=> [1.0][m02348][s]
HMR_9293	[1.0][m01615][x] <=> [1.0][m01615][s]
HMR_9089	[1.0][m02740][x] <=> [1.0][m02740][s]
HMR_9088	[1.0][m02949][x] <=> [1.0][m02949][s]
HMR_9290	[1.0][m01619][x] <=> [1.0][m01619][s]
HMR_1244	[1.0][m00583][c] + [1.0][m02554][c] => [1.0][m00585][c] + [1.0][m02039][c] + [1.0][m02555][c]
HMR_9083	[1.0][m01513][x] <=> [1.0][m01513][s]
HMR_9082	[1.0][m01413][x] <=> [1.0][m01413][s]
HMR_9081	[1.0][m02200][x] <=> [1.0][m02200][s]
HMR_9291	[1.0][m01632][x] <=> [1.0][m01632][s]
HMR_9087	[1.0][m02658][x] <=> [1.0][m02658][s]
HMR_9086	[1.0][m01252][x] <=> [1.0][m01252][s]
HMR_9085	[1.0][m01983][x] <=> [1.0][m01983][s]
HMR_9084	[1.0][m01797][x] <=> [1.0][m01797][s]
HMR_1300	[1.0][m00397][p] + [1.0][m02552][p] => [1.0][m00398][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_1301	[1.0][m00401][p] + [1.0][m01597][p] => [5.0][m02039][p] + [1.0][m01261][p] + [1.0][m02652][p]
HMR_1302	[1.0][m02040][p] + [1.0][m02652][p] => [1.0][m01597][p] + [1.0][m02651][p]
HMR_1303	[5.0][m02039][p] + [1.0][m02630][p] + [1.0][m02652][p] => [1.0][m00015][p] + [1.0][m02041][p]
HMR_1304	[1.0][m00015][p] + [1.0][m02040][p] => [1.0][m00014][p] + [1.0][m01597][p]
HMR_1305	[2.0][m02630][r] + [1.0][m01362][r] => [1.0][m02792][r]
HMR_1306	[1.0][m02792][c] <=> [1.0][m02792][r]
HMR_1307	[2.0][m02039][r] + [1.0][m02792][r] => [1.0][m02040][r] + [1.0][m02794][r]
HMR_1308	[1.0][m02794][r] => [1.0][m02795][r]
HMR_1309	[1.0][m02795][c] <=> [1.0][m02795][r]
HMR_1652	[1.0][m00748][p] + [1.0][m01597][p] => [1.0][m01514][p] + [1.0][m02774][p]
HMR_1653	[1.0][m00748][m] + [1.0][m01597][m] => [1.0][m01514][m] + [1.0][m02774][m]
HMR_1519	[1.0][m01189][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m02554][c] + [1.0][m01675][c]
HMR_1651	[1.0][m00036][m] + [1.0][m02552][m] <=> [1.0][m00748][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_8422	[1.0][m00517][c] <=> [1.0][m00517][p]
HMR_8931	[1.0][m02769][c] <=> [1.0][m02769][s]
HMR_8420	[1.0][m00577][c] <=> [1.0][m00577][s]
HMR_8933	[1.0][m02046][c] + [1.0][m02785][s] => [1.0][m02046][s] + [1.0][m02785][c]
HMR_8426	[1.0][m02040][m] + [1.0][m01365][m] => [1.0][m02658][m] + [1.0][m03121][m]
HMR_8935	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02786][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02786][s]
HMR_8936	[1.0][m02046][c] + [1.0][m02794][s] => [1.0][m02046][s] + [1.0][m02794][c]
HMR_8937	[1.0][m02046][c] + [1.0][m02795][s] => [1.0][m02046][s] + [1.0][m02795][c]
HMR_8938	[2.0][m02519][s] + [1.0][m02770][s] => [2.0][m02519][c] + [1.0][m02770][c]
HMR_8939	[1.0][m02519][s] + [1.0][m02674][s] => [1.0][m02519][c] + [1.0][m02674][c]
HMR_8428	[1.0][m01619][c] => [1.0][m01619][m]
HMR_8429	[2.0][m02519][s] + [1.0][m01619][s] => [2.0][m02519][c] + [1.0][m01619][c]
HMR_0654	[1.0][m02686][c] + [1.0][m02877][c] => [1.0][m02758][c] + [1.0][m02871][c]
HMR_0657	[1.0][m02039][c] + [1.0][m02758][c] + [1.0][m02877][c] => [1.0][m02684][c] + [1.0][m02871][c]
HMR_0651	[1.0][m01623][c] + [1.0][m01798][c] => [1.0][m01428][c] + [1.0][m02759][c]
HMR_0653	[1.0][m02685][c] + [1.0][m02877][c] => [1.0][m02686][c] + [1.0][m02871][c]
HMR_0652	[1.0][m01428][c] <=> [1.0][m01428][g]
HMR_9331	[1.0][m01919][x] <=> [1.0][m01919][s]
HMR_4871	[1.0][m02440][c] + [1.0][m02946][m] <=> [1.0][m02440][m] + [1.0][m02946][c]
HMR_9333	[1.0][m01915][x] <=> [1.0][m01915][s]
HMR_9332	[1.0][m01914][x] <=> [1.0][m01914][s]
HMR_4930	[1.0][m02039][c] + [1.0][m02819][c] <=> [1.0][m02039][p] + [1.0][m02819][p]
HMR_9334	[1.0][m01916][x] <=> [1.0][m01916][s]
HMR_9337	[1.0][m01944][x] <=> [1.0][m01944][s]
HMR_4870	[1.0][m02751][c] + [1.0][m02440][m] <=> [1.0][m02751][m] + [1.0][m02440][c]
HMR_9339	[1.0][m01945][x] <=> [1.0][m01945][s]
HMR_9338	[1.0][m00097][x] <=> [1.0][m00097][s]
