ID	STRING
HMR_1644	[1.0][m00749][m] + [1.0][m02040][m] => [1.0][m00036][m]
HMR_1315	[1.0][m02040][r] + [1.0][m02994][r] <=> [1.0][m02995][r]
HMR_1646	[1.0][m00036][p] + [1.0][m02552][p] => [1.0][m00748][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_1319	[1.0][m01167][c] + [2.0][m02039][c] + [1.0][m02040][c] <=> [1.0][m01168][c] + [1.0][m02041][c]
HMR_1318	[1.0][m01168][c] <=> [1.0][m02040][c] + [1.0][m02795][c]
HMR_5460	[1.0][m01986][c] + [1.0][m02896][s] <=> [1.0][m01986][s] + [1.0][m02896][c]
HMR_8923	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02744][s] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02744][c]
HMR_8922	[2.0][m01371][c] + [2.0][m02040][c] + [3.0][m02407][c] => [2.0][m01285][c] + [3.0][m02407][s] + [2.0][m02751][c]
HMR_8921	[1.0][m02470][c] <=> [1.0][m02470][r]
HMR_8920	[1.0][m02453][g] => [1.0][m02453][c]
HMR_8927	[1.0][m00032][c] <=> [1.0][m00032][s]
HMR_8430	[1.0][m01620][m] => [1.0][m01620][c]
HMR_8925	[1.0][m02578][c] + [1.0][m02519][s] => [1.0][m02578][s] + [1.0][m02519][c]
HMR_8924	[2.0][m02519][s] + [1.0][m02174][s] => [2.0][m02519][c] + [1.0][m02174][c]
HMR_8929	[1.0][m01742][s] + [1.0][m02039][s] => [1.0][m01742][c] + [1.0][m02039][c]
HMR_8928	[1.0][m01742][c] + [1.0][m02039][c] <=> [1.0][m01742][l] + [1.0][m02039][l]
HMR_8439	[1.0][m01802][m] + [1.0][m02040][m] + [1.0][m01708][m] => [1.0][m01803][m] + [1.0][m01831][m] + [1.0][m02880][m]
HMR_8438	[1.0][m01708][c] <=> [1.0][m01708][m]
HMR_6110	[1.0][m02046][c] + [1.0][m02901][c] + [1.0][m01396][s] <=> [1.0][m02046][s] + [1.0][m02901][s] + [1.0][m01396][c]
HMR_6111	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02998][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02998][c]
HMR_6112	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02998][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02998][c]
HMR_9344	[1.0][m02018][x] <=> [1.0][m02018][s]
HMR_9345	[1.0][m02019][x] <=> [1.0][m02019][s]
HMR_9346	[1.0][m02023][x] <=> [1.0][m02023][s]
HMR_9347	[1.0][m02024][x] <=> [1.0][m02024][s]
HMR_9340	[1.0][m01948][x] <=> [1.0][m01948][s]
HMR_9341	[1.0][m01393][x] <=> [1.0][m01393][s]
HMR_9342	[1.0][m01982][x] <=> [1.0][m01982][s]
HMR_9343	[1.0][m02016][x] <=> [1.0][m02016][s]
HMR_6114	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m03052][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m03052][c]
HMR_9348	[1.0][m02038][x] <=> [1.0][m02038][s]
HMR_9349	[1.0][m02028][x] <=> [1.0][m02028][s]
HMR_1727	[1.0][m01334][r] + [1.0][m02759][r] + [1.0][m01434][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m01435][r]
HMR_8699	[1.0][m00349][c] + [1.0][m02040][c] + [1.0][m02554][c] <=> [1.0][m00350][c] + [1.0][m02039][c] + [1.0][m02555][c]
HMR_8698	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02833][c] <=> [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m02832][c]
HMR_9139	[1.0][m01840][x] <=> [1.0][m01840][s]
HMR_8691	[1.0][m02040][r] + [1.0][m01732][r] => [1.0][m02751][r] + [1.0][m01733][r]
HMR_8690	[1.0][m01740][p] + [1.0][m02040][p] + [1.0][m02630][p] => [1.0][m01073][p] + [1.0][m02041][p] + [1.0][m02578][p]
HMR_8693	[1.0][m03111][g] + [1.0][m02507][g] => [1.0][m03106][g] + [1.0][m02512][g]
HMR_1725	[1.0][m01434][c] <=> [1.0][m01434][r]
HMR_8695	[1.0][m03111][g] + [1.0][m02515][g] => [1.0][m03106][g] + [1.0][m02516][g]
HMR_8694	[1.0][m03111][g] + [1.0][m02512][g] => [1.0][m03106][g] + [1.0][m02515][g]
HMR_8697	[1.0][m02630][c] + [1.0][m01385][c] => [2.0][m02832][c]
HMR_8696	[1.0][m01385][c] <=> [1.0][m01385][s]
HMR_7526	[1.0][m02040][l] + [1.0][m01539][l] => [1.0][m01534][l] + [1.0][m02946][l]
HMR_7035	[1.0][m02552][c] + [1.0][m01440][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m03041][c]
HMR_7036	[2.0][m02039][c] + [2.0][m02555][c] + [2.0][m02630][c] + [1.0][m03043][c] => [3.0][m02040][c] + [2.0][m02554][c] + [1.0][m03041][c]
HMR_7037	[1.0][m03041][c] => [1.0][m01691][c]
HMR_7030	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m03044][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m02954][c]
HMR_7523	[1.0][m01533][g] => [1.0][m01533][s]
HMR_5524	[1.0][m03089][c] + [1.0][m03101][s] <=> [1.0][m03089][s] + [1.0][m03101][c]
HMR_5525	[1.0][m01628][c] + [1.0][m03089][s] <=> [1.0][m01628][s] + [1.0][m03089][c]
HMR_5526	[1.0][m02360][c] + [1.0][m03089][s] <=> [1.0][m02360][s] + [1.0][m03089][c]
HMR_5527	[1.0][m02770][c] + [1.0][m03089][s] <=> [1.0][m02770][s] + [1.0][m03089][c]
HMR_5520	[1.0][m02471][c] + [1.0][m02993][s] <=> [1.0][m02471][s] + [1.0][m02993][c]
HMR_5521	[1.0][m02136][c] + [1.0][m02471][s] <=> [1.0][m02136][s] + [1.0][m02471][c]
HMR_5522	[1.0][m02184][c] + [1.0][m02471][s] <=> [1.0][m02184][s] + [1.0][m02471][c]
HMR_5523	[1.0][m02724][c] + [1.0][m03089][s] <=> [1.0][m02724][s] + [1.0][m03089][c]
HMR_8840	[1.0][m00523][c] <=> [1.0][m00523][n]
HMR_7033	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m03044][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01441][c]
HMR_5528	[1.0][m01369][c] + [1.0][m03089][s] <=> [1.0][m01369][s] + [1.0][m03089][c]
HMR_5529	[1.0][m03089][c] + [1.0][m03135][s] <=> [1.0][m03089][s] + [1.0][m03135][c]
HMR_8842	[1.0][m02173][c] <=> [1.0][m02173][n]
HMR_6545	[1.0][m00555][c] + [1.0][m02040][c] => [1.0][m00552][c] + [1.0][m02751][c]
HMR_8115	[4.0][m01371][m] + [1.0][m02980][m] + [4.0][m01974][m] => [4.0][m01285][m] + [4.0][m02751][m] + [1.0][m02692][m]
HMR_3258	[1.0][m00118][m] + [1.0][m01802][m] => [1.0][m01803][m] + [1.0][m03023][m]
HMR_3254	[1.0][m00177][m] + [1.0][m02552][m] => [1.0][m00894][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_3256	[1.0][m00894][m] + [1.0][m01597][m] => [1.0][m00118][m] + [1.0][m01261][m]
HMR_3250	[1.0][m01802][m] + [1.0][m02677][m] => [1.0][m01803][m] + [1.0][m03020][m]
HMR_3252	[1.0][m02040][m] + [1.0][m03020][m] => [1.0][m00177][m]
HMR_2008	[1.0][m00294][c] => [1.0][m00294][m]
HMR_2009	[1.0][m00294][m] + [1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02630][m] => [1.0][m02040][m] + [1.0][m02554][m] + [1.0][m01614][m]
HMR_8112	[4.0][m01371][m] + [1.0][m01700][m] + [4.0][m01974][m] => [4.0][m01285][m] + [4.0][m02751][m] + [1.0][m02691][m]
HMR_8073	[1.0][m01672][c] <=> [1.0][m01672][s]
HMR_7512	[1.0][m01525][s] => [1.0][m01525][l]
HMR_7320	[1.0][m00145][g] + [1.0][m02040][g] => [1.0][m00142][g] + [1.0][m02453][g]
HMR_2991	[1.0][m01334][r] + [1.0][m02759][r] + [1.0][m02391][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m02387][r]
HMR_7322	[1.0][m00144][g] + [1.0][m02040][g] => [1.0][m00142][g] + [1.0][m02453][g]
HMR_7323	[1.0][m00142][g] + [1.0][m03111][g] => [1.0][m03106][g] + [1.0][m02598][g]
HMR_7324	[2.0][m02040][g] + [1.0][m02598][g] => [2.0][m02453][g] + [1.0][m02597][g]
HMR_7325	[1.0][m03111][g] + [1.0][m02597][g] => [1.0][m03106][g] + [1.0][m02507][g]
HMR_7319	[1.0][m00149][g] + [1.0][m02040][g] => [1.0][m00145][g] + [1.0][m02453][g]
HMR_7318	[1.0][m00148][g] + [1.0][m02040][g] => [1.0][m00144][g] + [1.0][m02453][g]
HMR_6741	[1.0][m02630][c] + [1.0][m01368][c] + [1.0][m01736][c] => [1.0][m02040][c] + [1.0][m01655][c] + [1.0][m02617][c]
HMR_7310	[1.0][m00150][g] + [1.0][m02040][g] => [1.0][m00146][g] + [1.0][m02453][g]
HMR_7313	[1.0][m00150][g] + [1.0][m02040][g] => [1.0][m00149][g] + [1.0][m02453][g]
HMR_7312	[1.0][m00151][g] + [1.0][m02040][g] => [1.0][m00148][g] + [1.0][m02453][g]
HMR_7315	[1.0][m00146][g] + [1.0][m02040][g] => [1.0][m00145][g] + [1.0][m02453][g]
HMR_7314	[1.0][m00152][g] + [1.0][m02040][g] => [1.0][m00149][g] + [1.0][m02453][g]
HMR_7317	[1.0][m00148][g] + [1.0][m02040][g] => [1.0][m00143][g] + [1.0][m02453][g]
HMR_7316	[1.0][m00147][g] + [1.0][m02040][g] => [1.0][m00143][g] + [1.0][m02453][g]
HMR_7326	[1.0][m03111][g] + [1.0][m02507][g] => [1.0][m03106][g] + [1.0][m02510][g]
HMR_7327	[1.0][m03111][g] + [1.0][m02507][g] => [1.0][m01868][g] + [1.0][m03106][g]
HMR_6743	[1.0][m02877][c] + [1.0][m02617][c] => [1.0][m02871][c] + [1.0][m01290][c]
HMR_0217	[1.0][m01334][c] + [1.0][m02759][c] + [1.0][m02678][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02674][c]
HMR_6742	[1.0][m00945][c] + [1.0][m02040][c] <=> [1.0][m01831][c] + [1.0][m02617][c]
HMR_7510	[1.0][m02682][g] + [1.0][m01531][g] => [1.0][m02681][g] + [1.0][m01525][g]
HMR_9649	[1.0][m01603][c] <=> [1.0][m01603][s]
HMR_9648	[1.0][m02516][c] <=> [1.0][m02516][s]
HMR_9641	[1.0][m02929][c] <=> [1.0][m02929][s]
HMR_9640	[1.0][m02328][c] <=> [1.0][m02328][s]
HMR_7603	[1.0][m02040][c] + [1.0][m02629][c] => [1.0][m00223][c] + [1.0][m01814][c]
HMR_9642	[1.0][m01289][c] <=> [1.0][m01289][s]
HMR_9645	[1.0][m01883][c] <=> [1.0][m01883][s]
HMR_9644	[1.0][m01881][c] <=> [1.0][m01881][s]
HMR_9647	[1.0][m03131][c] <=> [1.0][m03131][s]
HMR_9646	[1.0][m01884][c] <=> [1.0][m01884][s]
HMR_1418	[1.0][m00984][c] + [2.0][m02039][c] <=> [1.0][m00997][c] + [1.0][m02040][c]
HMR_6379	[1.0][m02519][s] + [1.0][m02136][s] => [1.0][m02519][c] + [1.0][m02136][c]
HMR_6374	[1.0][m02039][s] + [1.0][m02896][s] => [1.0][m02039][c] + [1.0][m02896][c]
HMR_6375	[1.0][m02519][s] + [1.0][m02896][s] => [1.0][m02519][c] + [1.0][m02896][c]
HMR_1416	[2.0][m01689][c] + [3.0][m02630][c] => [1.0][m00372][c] + [1.0][m00415][c] + [1.0][m02039][c]
HMR_6377	[1.0][m02519][s] + [1.0][m01628][s] => [1.0][m02519][c] + [1.0][m01628][c]
HMR_6370	[1.0][m03157][c] => [1.0][m03157][s]
HMR_6371	[1.0][m02039][s] + [1.0][m01986][s] => [1.0][m02039][c] + [1.0][m01986][c]
HMR_6372	[1.0][m02039][s] + [1.0][m01307][s] => [1.0][m02039][c] + [1.0][m01307][c]
HMR_6373	[1.0][m02039][s] + [1.0][m02770][s] => [1.0][m02039][c] + [1.0][m02770][c]
HMR_5319	[1.0][m02519][s] + [1.0][m02724][s] => [1.0][m02519][c] + [1.0][m02724][c]
HMR_5318	[1.0][m02519][s] + [1.0][m03101][s] => [1.0][m02519][c] + [1.0][m03101][c]
HMR_5317	[1.0][m02519][s] + [1.0][m03089][s] => [1.0][m02519][c] + [1.0][m03089][c]
HMR_5316	[1.0][m02519][s] + [1.0][m02184][s] => [1.0][m02519][c] + [1.0][m02184][c]
HMR_5315	[1.0][m02519][s] + [1.0][m02360][s] => [1.0][m02519][c] + [1.0][m02360][c]
HMR_5314	[1.0][m02519][s] + [1.0][m03135][s] => [1.0][m02519][c] + [1.0][m03135][c]
HMR_5313	[1.0][m02039][c] + [2.0][m02519][s] + [1.0][m01369][s] => [1.0][m02039][s] + [2.0][m02519][c] + [1.0][m01369][c]
HMR_0232	[1.0][m01197][s] => [1.0][m01197][c]
HMR_5311	[1.0][m02519][s] + [1.0][m01369][s] => [1.0][m02519][c] + [1.0][m01369][c]
HMR_5310	[1.0][m02039][c] + [2.0][m02519][s] + [1.0][m01975][s] => [1.0][m02039][s] + [2.0][m02519][c] + [1.0][m01975][c]
HMR_2509	[1.0][m00113][c] <=> [1.0][m00113][p]
HMR_2859	[1.0][m01597][r] + [1.0][m02637][r] <=> [1.0][m02348][r] + [1.0][m02390][r]
HMR_2855	[1.0][m02348][c] + [1.0][m01726][r] <=> [1.0][m02348][r] + [1.0][m01726][c]
HMR_2854	[1.0][m00016][r] + [1.0][m02348][r] <=> [1.0][m01597][r] + [1.0][m01727][r]
HMR_2857	[1.0][m02348][c] + [1.0][m02637][r] <=> [1.0][m02348][r] + [1.0][m02637][c]
HMR_2856	[1.0][m00006][r] + [1.0][m02348][r] <=> [1.0][m01597][r] + [1.0][m01726][r]
HMR_2851	[1.0][m02348][c] + [1.0][m01724][r] <=> [1.0][m02348][r] + [1.0][m01724][c]
HMR_2850	[1.0][m01597][r] + [1.0][m02051][r] <=> [1.0][m02348][r] + [1.0][m02052][r]
HMR_2853	[1.0][m02348][c] + [1.0][m01727][r] <=> [1.0][m02348][r] + [1.0][m01727][c]
HMR_2852	[1.0][m01597][r] + [1.0][m01724][r] <=> [1.0][m02348][r] + [1.0][m01725][r]
HMR_9429	[1.0][m02969][x] <=> [1.0][m02969][s]
HMR_9428	[1.0][m00734][x] <=> [1.0][m00734][s]
HMR_7601	[1.0][m00515][c] + [1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] => [2.0][m02040][c] + [1.0][m02554][c] + [1.0][m02629][c]
HMR_9425	[1.0][m03001][x] <=> [1.0][m03001][s]
HMR_9424	[1.0][m02998][x] <=> [1.0][m02998][s]
HMR_9427	[1.0][m03052][x] <=> [1.0][m03052][s]
HMR_9426	[1.0][m03039][x] <=> [1.0][m03039][s]
HMR_9421	[1.0][m02980][x] <=> [1.0][m02980][s]
HMR_9420	[1.0][m02986][x] <=> [1.0][m02986][s]
HMR_9423	[1.0][m02996][x] <=> [1.0][m02996][s]
HMR_9422	[1.0][m02997][x] <=> [1.0][m02997][s]
HMR_6190	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02785][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02785][c]
HMR_6191	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02785][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02785][c]
HMR_6192	[1.0][m02046][c] + [1.0][m02901][c] + [1.0][m02785][s] <=> [1.0][m02046][s] + [1.0][m02901][s] + [1.0][m02785][c]
HMR_6193	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02787][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02787][c]
HMR_6194	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02787][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02787][c]
HMR_6195	[1.0][m02046][c] + [1.0][m02901][c] + [1.0][m02787][s] <=> [1.0][m02046][s] + [1.0][m02901][s] + [1.0][m02787][c]
HMR_6196	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02788][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02788][c]
HMR_6197	[1.0][m02046][c] + [1.0][m02900][c] + [1.0][m02788][s] <=> [1.0][m02046][s] + [1.0][m02900][s] + [1.0][m02788][c]
HMR_6198	[1.0][m02046][c] + [1.0][m02901][c] + [1.0][m02788][s] <=> [1.0][m02046][s] + [1.0][m02901][s] + [1.0][m02788][c]
HMR_6199	[1.0][m02046][c] + [1.0][m01980][c] + [1.0][m02789][s] <=> [1.0][m02046][s] + [1.0][m01980][s] + [1.0][m02789][c]
HMR_7600	[1.0][m00514][c] + [1.0][m01425][c] => [1.0][m00560][c] + [1.0][m01590][c]
HMR_0212	[1.0][m02690][s] => [1.0][m02690][c]
HMR_6998	[1.0][m02026][c] + [1.0][m01377][c] => [1.0][m01175][c] + [1.0][m02040][c]
HMR_6999	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01377][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01376][c]
HMR_6990	[1.0][m02174][c] <=> [1.0][m02174][r]
HMR_6991	[1.0][m02588][c] <=> [1.0][m02588][s]
HMR_6992	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01374][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01379][c]
HMR_6993	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01374][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01378][c]
HMR_6994	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01374][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01375][c]
HMR_6995	[1.0][m00944][c] <=> [1.0][m02026][c] + [1.0][m01375][c]
HMR_6996	[1.0][m02040][c] + [1.0][m01378][c] <=> [1.0][m01377][c]
HMR_6997	[1.0][m01379][c] => [1.0][m01241][c]
HMR_8598	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m02386][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m02712][c]
HMR_8599	[1.0][m02712][c] <=> [1.0][m02712][s]
HMR_8592	[1.0][m02040][l] + [1.0][m02452][l] => [1.0][m01965][l] + [1.0][m02450][l]
HMR_8593	[1.0][m01338][c] <=> [1.0][m01338][s]
HMR_8590	[1.0][m02452][c] <=> [1.0][m02452][l]
HMR_8591	[1.0][m02040][c] + [1.0][m02452][c] => [1.0][m01965][c] + [1.0][m02450][c]
HMR_8596	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m02386][c] => [1.0][m00001][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_8597	[1.0][m00001][c] <=> [1.0][m00001][s]
HMR_8594	[1.0][m01338][c] <=> [1.0][m01338][r]
HMR_8595	[1.0][m02386][c] <=> [1.0][m02386][s]
HMR_7606	[1.0][m00223][c] + [1.0][m02040][c] => [1.0][m00224][c] + [1.0][m01798][c]
HMR_4040	[1.0][m02040][c] + [1.0][m02167][c] + [1.0][m02552][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m03150][c]
HMR_4042	[1.0][m02034][c] + [1.0][m02167][c] + [1.0][m01370][c] => [1.0][m01948][c] + [1.0][m02751][c] + [1.0][m01282][c]
HMR_4044	[1.0][m01285][c] + [1.0][m01642][c] <=> [1.0][m01371][c] + [1.0][m01637][c]
HMR_4046	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m01975][c] + [1.0][m03150][c] => [1.0][m01334][c] + [1.0][m02016][c] + [1.0][m02759][c] + [1.0][m01974][c]
HMR_4048	[1.0][m02040][c] + [1.0][m01433][c] => [1.0][m02016][c]
HMR_7605	[1.0][m02040][c] + [1.0][m02629][c] => [1.0][m00627][c] + [1.0][m01797][c]
HMR_8778	[1.0][m02040][m] + [1.0][m02552][m] + [1.0][m01997][m] => [1.0][m02039][m] + [1.0][m02553][m] + [1.0][m01998][m]
HMR_8779	[1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02007][m] => [1.0][m02554][m] + [1.0][m01998][m]
HMR_8776	[1.0][m02154][c] <=> [1.0][m02154][m]
HMR_8777	[1.0][m02154][m] => [1.0][m01596][m] + [1.0][m01997][m]
HMR_8774	[1.0][m02154][c] => [1.0][m01596][c] + [1.0][m01997][c]
HMR_8775	[1.0][m02040][c] + [1.0][m02552][c] + [1.0][m01997][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m01998][c]
HMR_8772	[1.0][m01371][c] + [1.0][m01759][c] => [1.0][m01285][c] + [1.0][m01760][c]
HMR_8773	[1.0][m01760][c] <=> [1.0][m01690][c] + [1.0][m01997][c]
HMR_8770	[1.0][m00097][s] => [1.0][m01127][c] + [1.0][m01307][c]
HMR_8771	[1.0][m01371][c] + [1.0][m02026][c] + [1.0][m02040][c] => [1.0][m01285][c] + [1.0][m02026][m] + [1.0][m02751][c]
HMR_4264	[1.0][m02039][c] + [1.0][m02040][c] + [1.0][m02581][c] => [1.0][m02751][c] + [1.0][m02582][c]
HMR_4265	[1.0][m01371][c] + [1.0][m02582][c] => [1.0][m01285][c] + [1.0][m02039][c] + [1.0][m02581][c]
HMR_4266	[1.0][m02581][c] <=> [1.0][m02581][m]
HMR_4267	[1.0][m01371][m] + [1.0][m02039][m] + [1.0][m02581][m] => [1.0][m02552][m] + [1.0][m02759][m]
HMR_4260	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m01646][c] + [1.0][m01975][c] => [1.0][m01334][c] + [1.0][m02552][c] + [1.0][m02759][c] + [1.0][m01974][c]
HMR_4261	[1.0][m01371][c] + [1.0][m02578][c] + [1.0][m01646][c] => [1.0][m01334][c] + [1.0][m02552][c] + [1.0][m02759][c]
HMR_4262	[1.0][m02759][c] + [1.0][m02581][c] <=> [1.0][m02806][c] + [1.0][m02583][c]
HMR_3053	[1.0][m00317][p] + [11.0][m01597][p] + [11.0][m02040][p] + [11.0][m02552][p] + [7.0][m02630][p] => [11.0][m02039][p] + [7.0][m02041][p] + [11.0][m02553][p] + [12.0][m01261][p]
HMR_6547	[1.0][m00553][c] + [1.0][m02040][c] => [1.0][m02750][c] + [1.0][m02751][c]
HMR_4268	[1.0][m01371][m] + [1.0][m02552][m] => [1.0][m01285][m] + [1.0][m02554][m]
HMR_4269	[1.0][m01371][c] + [1.0][m02552][c] => [1.0][m01285][c] + [1.0][m02554][c]
HMR_4599	[1.0][m00670][m] + [1.0][m02393][m] => [1.0][m01596][m] + [1.0][m02899][m]
HMR_7005	[1.0][m00243][c] + [1.0][m02554][c] => [1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02557][c]
HMR_1356	[1.0][m01214][c] + [1.0][m02630][c] + [1.0][m01368][c] => [1.0][m01063][c] + [1.0][m02489][c]
HMR_3056	[10.0][m01597][p] + [10.0][m02040][p] + [10.0][m02552][p] + [10.0][m02630][p] + [1.0][m03047][p] => [10.0][m02039][p] + [10.0][m02041][p] + [10.0][m02553][p] + [10.0][m01261][p] + [1.0][m02774][p]
HMR_3725	[1.0][m02040][r] + [1.0][m01482][r] => [1.0][m00135][r] + [1.0][m01450][r]
HMR_8260	[1.0][m03000][g] + [1.0][m03110][g] => [1.0][m03106][g] + [1.0][m01612][g]
HMR_3054	[1.0][m00134][p] + [11.0][m01597][p] + [11.0][m02040][p] + [11.0][m02552][p] + [6.0][m02630][p] => [11.0][m02039][p] + [6.0][m02041][p] + [11.0][m02553][p] + [12.0][m01261][p]
HMR_8261	[1.0][m03000][g] + [1.0][m03107][g] => [1.0][m03106][g] + [1.0][m01613][g]
HMR_9237	[1.0][m01158][x] <=> [1.0][m01158][s]
HMR_6546	[1.0][m01371][c] + [1.0][m02750][c] => [1.0][m00553][c] + [1.0][m01285][c]
HMR_3727	[1.0][m02040][r] + [1.0][m01466][r] => [1.0][m01689][r] + [1.0][m01450][r]
HMR_8262	[1.0][m01950][g] + [1.0][m02347][g] => [1.0][m01948][g] + [1.0][m03092][g]
HMR_3424	[1.0][m00023][m] + [10.0][m01597][m] + [8.0][m01802][m] + [10.0][m02040][m] + [10.0][m02552][m] => [8.0][m01803][m] + [10.0][m02039][m] + [10.0][m02553][m] + [11.0][m01261][m]
HMR_3423	[1.0][m00009][m] + [9.0][m01597][m] + [7.0][m01802][m] + [9.0][m02040][m] + [9.0][m02552][m] => [7.0][m01803][m] + [9.0][m02039][m] + [9.0][m02553][m] + [10.0][m01261][m]
HMR_8265	[1.0][m01850][c] <=> [1.0][m01850][g]
HMR_8266	[1.0][m01850][c] <=> [1.0][m01850][s]
HMR_0931	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m01190][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_0932	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m01213][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_0933	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m01239][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_0934	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m00270][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_5139	[1.0][m01371][c] + [1.0][m02125][c] + [1.0][m03071][c] => [1.0][m01334][c] + [1.0][m02380][c] + [1.0][m02759][c]
HMR_0935	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m00297][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_0458	[1.0][m02554][m] + [1.0][m01983][m] => [1.0][m02039][m] + [1.0][m02555][m] + [1.0][m01981][m]
HMR_0936	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m00354][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_0835	[1.0][m02012][l] + [1.0][m02011][l] => [1.0][m02013][l]
HMR_0937	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01362][c] => [1.0][m00396][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_7006	[1.0][m02557][c] => [1.0][m00246][c]
HMR_6929	[1.0][m01597][c] + [1.0][m02504][c] <=> [1.0][m01261][c] + [1.0][m02926][c]
HMR_1208	[1.0][m00690][m] + [1.0][m02552][m] => [1.0][m00741][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_0157	[1.0][m01412][c] => [1.0][m01412][m]
HMR_5645	[1.0][m02519][s] + [1.0][m02136][c] + [1.0][m02896][s] => [1.0][m02519][c] + [1.0][m02136][s] + [1.0][m02896][c]
HMR_0834	[1.0][m03160][l] + [1.0][m02040][l] => [1.0][m01679][l] + [1.0][m02543][l]
HMR_5644	[1.0][m02519][s] + [1.0][m02896][s] + [1.0][m02993][c] => [1.0][m02519][c] + [1.0][m02896][c] + [1.0][m02993][s]
HMR_7001	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m02556][c] => [1.0][m00032][c] + [1.0][m02040][c] + [1.0][m02554][c]
